bookID;title;authors;average_rating;isbn;isbn13;language_code;num_pages;ratings_count;text_reviews_count;Colonne1;publication_date;publisher
1;The Christmas Story;Jane Werner Watson/Eloise Wilkin;4,43;0307989135;9,78031E+12;en-US;24;1304;32;1272;8/1/2000;Golden Books
1;A Christmas Carol;Charles Dickens/P.J. Lynch;4,05;0763631205;9,78076E+12;en-CA;160;4359;353;4006;9/12/2006;Candlewick Press
1;A Christmas Carol;Charles Dickens;4,05;1580495796;9,78158E+12;eng;112;6671;490;6181;1/1/2012;Penguin Books
1;The Annotated Christmas Carol;Charles Dickens/Michael Patrick Hearn/John Leech;4,05;0393051587;9,78039E+12;eng;266;276;46;230;11/17/2004;W. W. Norton  Company
1;Charles Dickens' A Christmas Carol;Jane Parker Resnick/Christian Birmingham;4,1;0762408480;9,78076E+12;eng;56;58;6;52;10/11/2000;Running Press Kids
1;Little Dorrit;Charles Dickens/Hablot Knight Browne/David Gates;3,99;037575914X;9,78038E+12;eng;1347;291;33;258;3/12/2002;Modern Library
1;A Christmas Carol and Other Christmas Writings;Charles Dickens/Michael Slater;4,14;0140439056;9,78014E+12;eng;288;30393;449;29944;10/30/2003;Penguin Classics
1;The Life of Our Lord: Written for His Children During the Years 1846 to 1849;Charles Dickens;4,01;0684865378;9,78068E+12;eng;128;1729;364;1365;11/9/1999;Simon  Schuster
1;Hard Times;Charles Dickens;3,52;0321107217;9,78032E+12;eng;353;41041;1706;39335;10/19/2003;Pearson Longman
1;The Innocent Man: Murder and Injustice in a Small Town;John Grisham;3,82;0385517238;9,78039E+12;eng;360;52005;4136;47869;10/10/2006;Doubleday Books
1;The Last Juror;John Grisham;3,87;0385339682;9,78039E+12;eng;278;72294;1755;70539;4/25/2006;Delta
1;The Testament;John Grisham/Jorma-Veikko Sappinen;3,86;0440234743;9,78044E+12;eng;535;89014;2361;86653;12/28/1999;Island
1;The Rainmaker;John Grisham;3,94;0385339607;9,78039E+12;eng;419;151818;1489;150329;9/27/2005;Delta
1;The Partner;John Grisham;3,92;0385339100;9,78039E+12;eng;416;97474;1928;95546;4/26/2005;Delta
1;The Street Lawyer;John Grisham;3,83;0385339097;9,78039E+12;eng;384;89947;1813;88134;4/26/2005;Bantam
1;The Summons;John Grisham;3,69;0385339593;9,78039E+12;eng;384;58901;1642;57259;9/27/2005;Delta
1;The Brethren;John Grisham;3,73;0385339674;9,78039E+12;eng;384;76085;1505;74580;12/27/2005;Delta
1;The King of Torts;John Grisham;3,68;0385339658;9,78039E+12;eng;276;68098;1705;66393;12/27/2005;Delta
1;Skipping Christmas;John Grisham;3,49;0099481685;9,7801E+12;eng;198;46334;3399;42935;11/6/2004;Arrow
1;The Firm;Robin Waterfield/John Grisham;4,01;0582418275;9,78058E+12;eng;76;540910;3378;537532;2/15/2000;Addison Wesley Publishing Company
1;The Client;John Grisham;4;0385339089;9,78039E+12;eng;483;367399;1978;365421;3/16/2010;Delta
1;A Painted House;John Grisham;3,7;0385337930;9,78039E+12;eng;384;67857;3375;64482;2/3/2004;Bantam
1;The Summons / The Brethren;John Grisham/Michael Beck/Frank  Muller;3,99;0739342770;9,78074E+12;eng;0;241;9;232;10/10/2006;Random House Audio
1;Dragonfly in Amber (Outlander  #2);Diana Gabaldon;4,32;0385335970;9,78039E+12;eng;743;222140;11121;211019;8/7/2001;Bantam
1;Forever Amber;Kathleen Winsor;3,99;0141009829;9,78014E+12;eng;972;14409;849;13560;7/25/2002;Penguin
1;Amber Brown Is Green With Envy;Paula Danziger/Tony Ross;3,95;0439071712;9,78044E+12;en-GB;160;834;42;792;8/1/2004;Scholastic
1;Amber Brown Is Not a Crayon;Paula Danziger/Tony Ross;3,84;0142406198;9,78014E+12;eng;96;4787;189;4598;9/7/2006;Puffin Books
1;Amber and Ashes (Dragonlance: The Dark Disciple  #1);Margaret Weis;3,87;0786937424;9,78079E+12;eng;336;2637;64;2573;7/1/2005;Wizards of the Coast
1;The Waste Lands (The Dark Tower  #3);Stephen King/Ned Dameron;4,24;0747411875;9,78075E+12;eng;509;76;5;71;11/12/1992;Time Warner Paperbacks
1;The Dragon's Eye (Dragonology Chronicles  #1);Dugald A. Steer/Douglas Carrel;3,82;0763628107;9,78076E+12;eng;221;2221;113;2108;11/14/2006;Candlewick Press
1;The Dragon's Eye (Erec Rex  #1);Kaza Kingsley/Melvyn Grant;4;0978655567;9,78098E+12;eng;341;59;8;51;10/1/2006;Firelight Press
1;Dragon's Eye (Stonefort  #1);James A. Hetley;3,43;0441013724;9,78044E+12;en-US;368;133;16;117;10/31/2006;Ace
1;Dragon's Eye;Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly;3,51;0671876090;9,78067E+12;en-GB;279;41;7;34;7/1/1994;Baen Books
1;"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""";Patricia Thomas/Wallace Tripp;4,39;0688093388;9,78069E+12;eng;32;1004;130;874;4/23/1990;William Morrow & Company  Inc.
1;Here I Stand: A Life of Martin Luther;Roland H. Bainton;4,08;0452011469;9,78045E+12;eng;336;2841;224;2617;4/1/1995;Plume Books
1;The Stand: Das letzte Gefecht;Stephen King/Joachim Körber;4,34;3404134117;9,7834E+12;ger;1227;256;16;240;9/1/2003;Bastei Lübbe
1;'Salem's Lot;Stephen King/Jerry N. Uelsmann;4,25;0385516487;9,78039E+12;eng;594;84123;571;83552;11/1/2005;Doubleday
1;'Salem's Lot;Stephen King/Ron McLarty;4,02;0743536967;9,78074E+12;eng;17;227;54;173;1/19/2004;Simon & Schuster Audio
1;'Salem's Lot;Stephen King;4,02;0965772411;9,78097E+12;eng;405;1039;130;909;10/17/1975;Doubleday
1;Carrie / 'Salem's Lot / The Shining;Stephen King;4,54;0517219026;9,78052E+12;eng;1096;13137;61;13076;7/2/2002;Wings
1;'Salem's Lot;Stephen King;4,02;0451092317;9,78045E+12;en-US;427;178;35;143;11/13/1979;Signet
1;'Salem's Lot;Stephen King;4,02;0340770538;9,78034E+12;eng;586;25;6;19;10/6/2010;Hodder & Stoughton Ltd
1;Orientalism;Edward W. Said;4,08;0141187425;9,78014E+12;eng;396;873;77;796;8/28/2003;Penguin Classics
1;Interpreter of Maladies;Jhumpa Lahiri;4,15;0618101365;9,78062E+12;eng;198;131876;8009;123867;5/22/2000;Houghton Mifflin Harcourt
1;The Faiths of the Founding Fathers;David L. Holmes;3,89;0195300920;9,7802E+12;en-US;225;461;66;395;3/1/2006;Oxford University Press  USA
1;Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3);Ann Brashares;3,83;0553375938;9,78055E+12;eng;338;61435;1290;60145;6/13/2006;Ember
1;Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4);Ann Brashares;3,81;0385729367;9,78039E+12;eng;384;62199;1613;60586;1/9/2007;Delacorte Books
1;Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21);Barbara Park/Denise Brunkus;4,04;0375823026;9,78038E+12;en-US;86;111;8;103;4/27/2004;Random House Books for Young Readers
1;Nineteen Eighty-Four;George Orwell/Thomas Pynchon;4,18;0452284236;9,78045E+12;eng;339;9910;748;9162;5/6/2003;Plume
1;Animal Farm / 1984;George Orwell/Christopher Hitchens;4,28;0151010269;9,78015E+12;eng;400;146659;1625;145034;6/1/2003;Houghton Mifflin Harcourt
1;1984;George Orwell/Erich Fromm;4,18;0451516753;9,78045E+12;eng;268;1322;121;1201;7/1/1981;Signet Classics
1;Nineteen Eighty-Four;George Orwell;4,18;1421808323;9,78142E+12;eng;387;215;17;198;7/1/2005;1st World Library
1;Brave New World / Brave New World Revisited;Aldous Huxley/Christopher Hitchens;4,16;0060776099;9,78006E+12;eng;340;129179;1047;128132;7/5/2005;Harper Perennial Modern Classics
1;Brave New World and Brave New World Revisited;Aldous Huxley/Christopher Hitchens;4,16;0060535261;9,78006E+12;eng;340;421;53;368;6/1/2004;HarperCollins
1;Brave New World Revisited;Aldous Huxley;3,95;0060898526;9,78006E+12;eng;123;12989;740;12249;9/5/2006;Harper Perennial Modern Classics
1;Brave New World;Aldous Huxley;3,99;0060850523;9,78006E+12;eng;259;13353;1286;12067;10/17/2006;HarperCollins
1;Andrew Carnegie;David Nasaw;3,99;1594201048;9,78159E+12;eng;896;2580;205;2375;10/24/2006;Penguin Press HC  The
1;The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3);Naguib Mahfouz;4,46;0375413316;9,78038E+12;eng;1313;3347;245;3102;10/16/2001;Everyman's Library
1;Children of the Alley;Naguib Mahfouz/Peter Theroux;4,1;0385264739;9,78039E+12;eng;464;1192;131;1061;10/18/1996;Anchor
1;Akhenaten: Dweller in Truth;Naguib Mahfouz/Tagreid Abu-Hassabo;3,81;0385499094;9,78039E+12;eng;168;1282;139;1143;4/4/2000;Anchor
1;Adrift on the Nile;Naguib Mahfouz/Frances Liardet;3,82;0385423330;9,78039E+12;eng;167;411;38;373;1/1/1994;Anchor Books
1;Midaq Alley;Naguib Mahfouz/Trevor Le Gassick;3,85;0385264763;9,78039E+12;eng;286;4815;446;4369;12/1/1991;Anchor Books
1;The Harafish;Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz;4,36;0385423357;9,78039E+12;eng;416;590;61;529;9/17/1997;Anchor Books
1;The Day the Leader Was Killed;Naguib Mahfouz/Surgana/Naguib Mahfouz;3,63;0385499221;9,78039E+12;eng;112;809;93;716;6/6/2000;Anchor
1;Anne Frank Beyond the Diary: A Photographic Remembrance;Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters;4,27;0140369260;9,78014E+12;eng;113;24181;242;23939;5/1/1995;Puffin Books
1;Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family;Miep Gies/Alison Leslie Gold;4,29;0671662341;9,78067E+12;eng;252;55487;669;54818;4/15/1988;Touchstone Books
1;The Diary of Anne Frank;Frances Goodrich/Albert Hackett/Wendy Kesselman;4,06;082221718X;9,78082E+12;eng;70;1320;61;1259;10/1/1998;Dramatists Play Service
1;Anne Frank: Life in Hiding;Johanna Hurwitz/Vera Rosenberry;3,99;0380732548;9,78038E+12;eng;64;152;23;129;12/8/1999;HarperCollins
1;Cliffs Notes on Hansberry's A Raisin in the Sun;Rosetta James;3,9;0822011085;9,78082E+12;en-GB;80;10;2;8;8/15/1992;Cliffs Notes
1;Dear John;Nicholas Sparks;4,03;0446528056;9,78045E+12;eng;276;502726;9645;493081;10/30/2006;Warner Books (NY)
1;All the King's Men;Robert Penn Warren;4,09;0156004801;9,78016E+12;eng;439;47324;1720;45604;9/1/1996;Harcourt Brace
1;Cliffs notes on Warren's All the King's Men;L. David Allen;3,45;0822001462;9,78082E+12;eng;80;3;1;2;1/13/1964;Cliffs Notes
1;All the King's Men: Three Stage Versions;Robert Penn Warren/James A. Perkins/James A. Grimshaw;4;0820320978;9,78082E+12;eng;264;3;0;3;7/4/2000;University of Georgia Press
1;Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body;Ian King/Lou Schuler/Frederick Deluvier;3,98;1579547699;9,78158E+12;en-US;364;256;13;243;10/17/2003;Rodale Books
1;Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character;Richard P. Feynman;4,28;0393316041;9,78039E+12;eng;391;106526;3685;102841;4/12/1997;W. W. Norton & Company
1;The Feynman Lectures on Physics  3 Vols;Richard P. Feynman/Robert B. Leighton/Matthew L. Sands;4,6;0201500647;9,7802E+12;en-US;3;78;7;71;1/1/1989;Addison Wesley Publishing Company
1;What Do You Care What Other People Think?;Richard P. Feynman;4,27;0393320928;9,78039E+12;eng;256;15700;556;15144;1/11/2001;W.W. Norton & Company
1;Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman;Richard P. Feynman/Michelle Feynman;4,25;0738206369;9,78074E+12;en-US;512;1874;93;1781;4/5/2005;Basic Books
1;QED: The Strange Theory of Light and Matter;Richard P. Feynman;4,24;0691024170;9,78069E+12;eng;158;13463;320;13143;10/21/1988;Princeton University Press
1;Kiffe Kiffe Demain (French Edition);Faïza Guène;3,4;0785990232;9,78079E+12;fre;182;19;1;18;10/1/2005;French & European Publications
1;iWoz;Steve Wozniak/Gina Smith;3,87;0393061434;9,78039E+12;en-GB;313;3536;375;3161;9/17/2006;W. W. Norton  Company
1;Cradle to Cradle: Remaking the Way We Make Things;William McDonough/Michael Braungart;4,11;0865475873;9,78087E+12;eng;193;9017;820;8197;4/22/2002;North Point Press
1;Cradle and All;James Patterson;3,86;0446609404;9,78045E+12;eng;384;27869;869;27000;2/1/2001;Vision
1;The Creation of the American Republic  1776-1787;Gordon S. Wood;4,12;0807847232;9,78081E+12;eng;675;1792;43;1749;4/6/1998;Omohundro Institute and University of North Carolina Press
1;Power  Faith  and Fantasy: America in the Middle East 1776 to the Present;Michael B. Oren;3,98;0393058263;9,78039E+12;eng;832;1510;216;1294;1/16/2007;W. W. Norton  Company
1;Problems of the Self: Philosophical Papers 1956 1972;Bernard Williams;3,97;0521290600;9,78052E+12;en-US;276;57;2;55;3/25/1976;Cambridge University Press
1;Moral Luck: Philosophical Papers 1973-1980;Bernard Williams;4,09;0521286913;9,78052E+12;eng;188;114;5;109;3/12/1981;Cambridge University Press
1;Ethics and the Limits of Philosophy;Bernard Williams;4,06;067426858X;9,78067E+12;en-US;230;556;20;536;3/15/1986;Harvard University Press
1;On Rhetoric and Language: Four Key Dialogues;Jean Nienkamp;4,2;1880393336;9,78188E+12;eng;232;10;1;9;7/1/1999;Routledge
1;The Norton Anthology of Modern and Contemporary Poetry;Jahan Ramazani/Richard Ellmann/Robert O'Clair;4,23;039332429X;9,78039E+12;eng;1136;286;21;265;4/17/2003;W. W. Norton  Company
1;The Elephant War;Gillian Avery;3,67;1903252040;9,7819E+12;eng;256;19;3;16;10/1/2000;Jane Nissen Books
1;The Wind in the Willows;Kenneth Grahame/Gillian Avery;3,99;0143039091;9,78014E+12;eng;197;147748;3490;144258;10/27/2005;Penguin Books
1;The Everyman Anthology of Poetry for Children;Gillian Avery/Everyman's Library/Thomas Benwick;4,14;0679436340;9,78068E+12;eng;379;22;4;18;9/27/1994;Everyman's Library
1;Holiday Romance and Other Writings for Children;Charles Dickens;3,32;0460876015;9,78046E+12;eng;368;8;3;5;5/1/1995;Everyman Paperback Classics
1;Ideas Have Consequences;Richard M. Weaver;4,16;0226876802;9,78023E+12;eng;198;970;105;865;9/28/1984;University Of Chicago Press
1;The Ethics of Rhetoric;Richard M. Weaver;4,14;0961180021;9,78096E+12;eng;240;65;9;56;11/3/1995;Routledge
1;Manliness;Harvey Mansfield;3,39;0300106645;9,7803E+12;eng;304;177;31;146;3/11/2006;Yale University Press
1;Anna Karenina;Leo Tolstoy/Richard Pevear/Larissa Volokhonsky;4,05;0142000272;9,78014E+12;en-US;838;2415;397;2018;12/1/2001;Penguin Books
1;The Brothers Karamazov;Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky;4,32;0099922800;9,7801E+12;eng;796;443;55;388;1/16/1992;Vintage Classics
1;Selected Stories of Anton Chekhov;Anton Chekhov/Richard Pevear/Larissa Volokhonsky;4,35;0553381008;9,78055E+12;eng;467;27027;466;26561;10/31/2000;Modern Library
1;Mother Maria Skobtsova: Essential Writings;Maria Skobtsova/Richard Pevear;4,31;1570754365;9,78157E+12;eng;192;62;9;53;10/1/2002;Orbis Books
1;What is Art?;Leo Tolstoy/Richard Pevear/Larissa Volokhonsky;3,72;0140446427;9,78014E+12;eng;230;127;24;103;8/31/1995;Penguin Classics
1;The Complete Short Novels;Anton Chekhov/Richard Pevear/Larissa Volokhonsky;4,47;140003292X;9,7814E+12;eng;548;10580;118;10462;8/18/2005;Vintage Classics
1;The Double and The Gambler;Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky;4,16;0375719016;9,78038E+12;eng;344;2486;99;2387;1/16/2007;Vintage Classics
1;The Adolescent;Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky;3,94;0375719008;9,78038E+12;eng;647;3568;159;3409;12/7/2004;Vintage
1;If I Die in a Combat Zone;Tim O'Brien;3,95;0007162995;9,78001E+12;eng;208;11;0;11;4/7/2003;Flamingo
1;If I Die In A Combat Zone;Tim O'Brien;3,95;0586087990;9,78059E+12;eng;208;53;4;49;4/24/1995;Flamingo
1;"Rainbow Six (John Clark  #2; Jack Ryan Universe  #10)";Tom Clancy/David Dukes;4,09;0425170349;9,78043E+12;eng;912;40815;908;39907;9/1/1999;Berkley Books
1;Child of War  Woman of Peace;Le Ly Hayslip/James Hayslip/Jenny Wurts;3,8;0385471475;9,78039E+12;eng;388;186;22;164;12/1/1993;Anchor
1;When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace;Le Ly Hayslip/Jay Wurts;4,12;0452271681;9,78045E+12;eng;400;2593;252;2341;11/1/1993;Plume
1;Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement;Craig Scharlin/Lilia V. Villanueva;4,22;0295979844;9,7803E+12;en-US;208;86;4;82;6/1/2000;University of Washington Press
1;Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South;Anne Moody;4,13;0385337817;9,78039E+12;eng;424;7072;453;6619;2/3/2004;Delta
1;I'm Too Young To Be Seventy;Judith Viorst/Laura Gibson;3,93;0743267745;9,78074E+12;en-US;64;237;45;192;10/12/2005;Simon  Schuster
1;Seventy-Seven Clocks (Bryant & May #3);Christopher Fowler;3,89;0553587153;9,78055E+12;eng;496;2095;188;1907;11/29/2005;Bantam Books
1;The Blank Slate: The Modern Denial of Human Nature;Steven Pinker;4,08;0142003344;9,78014E+12;eng;528;18793;721;18072;8/26/2003;Penguin Books
1;The Language Instinct: How the Mind Creates Language;Steven Pinker;4,03;0060958332;9,78006E+12;eng;448;15441;693;14748;11/7/2000;Harper Perennial Modern Classics
1;Learnability and Cognition: The Acquisition of Argument Structure;Steven Pinker/Jacques A. Mehler;3,75;0262660733;9,78026E+12;eng;432;50;1;49;8/28/1991;Bradford Book
1;Fight Club;Chuck Palahniuk;4,19;0393327345;9,78039E+12;eng;218;388782;9654;379128;10/17/2005;W.W. Norton & Company (NYC)
1;BSD Hacks;Lavigne;3,8;0596006799;9,7806E+12;en-US;450;42;5;37;5/31/2004;O'Reilly Media
1;The Design and Implementation of the 4.3BSD UNIX Operating System;Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels;4,26;0201061961;9,7802E+12;eng;471;27;2;25;6/1/1989;Addison Wesley Publishing Company
1;Choke;Stuart Woods;3,84;0061094226;9,78006E+12;eng;352;2288;96;2192;9/12/1996;HarperTorch
1;Choke Point: A Brinker Mystery (Brinker P.I.);James C. Mitchell;3,22;0312315325;9,78031E+12;eng;272;3;0;3;10/5/2004;St. Martin's Minotaur
1;The Aleph and Other Stories;Jorge Luis Borges/Andrew Hurley;4,38;0142437883;9,78014E+12;eng;210;20259;460;19799;7/27/2004;Penguin Classics
1;El Aleph;Jorge Luis Borges;4,38;9500425998;9,7895E+12;spa;253;146;9;137;9/1/2007;Planeta Publishing
1;Vanity Fair;William Makepeace Thackeray/John Carey;3,79;0141439831;9,78014E+12;eng;867;102877;2286;100591;1/30/2003;Penguin Books
1;Vanity Fair;William Makepeace Thackeray/Nicholas Dames;3,79;1593080719;9,78159E+12;eng;696;553;97;456;11/1/2003;Barnes  Noble Classics
1;Vanity Fair;William Makepeace Thackeray;3,79;0140620850;9,78014E+12;eng;672;296;34;262;10/3/1998;Penguin Books
1;V for Vendetta;Alan Moore/David   Lloyd;4,25;1401207928;9,7814E+12;eng;296;234954;4058;230896;11/1/2005;Vertigo
1;V.;Thomas Pynchon/Carlos Martín Ramírez;3,96;2020418770;9,78202E+12;fre;640;15174;561;14613;1/2/2001;Contemporary French Fiction
1;Girl in the Shadows (Shadows  #2);V.C. Andrews;3,81;1416500529;9,78142E+12;en-US;400;5;1;4;3/7/2006;Pocket Books
1;V for Vendetta;Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore;4,15;1416516999;9,78142E+12;eng;358;2980;118;2862;3/1/2006;Pocket Star Books
1;Heaven (Casteel  #1);V.C. Andrews;4,03;0671010050;9,78067E+12;eng;464;13;0;13;4/1/1997;Pocket Books
1;Slow Learner: Early Stories;Thomas Pynchon;3,5;0099532514;9,7801E+12;eng;208;3169;161;3008;2/16/1995;Vintage Classics
1;A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel;Steven Weisenburger;4,01;0820328073;9,78082E+12;eng;424;152;26;126;11/1/2006;University of Georgia Press
1;Casino Royale;Ian Fleming;3,73;0141187581;9,78014E+12;eng;181;371;43;328;6/3/2004;Penguin Books  Limited (UK)
1;Casino Royale;Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky;3,7;1840238437;9,78184E+12;eng;96;110;10;100;6/1/2005;Titan Books
1;Bel Canto;Ann Patchett;3,93;0060838728;9,78006E+12;eng;352;218195;13012;205183;8/2/2005;Harper Perennial
1;Guerilla Film Makers Movie Blueprint;Chris          Jones/Jonathan Newman/Cara Williams;4,2;0826414532;9,78083E+12;eng;608;50;1;49;6/20/2003;Bloomsbury Academic
1;Mini-Manual of the Urban Guerrilla;Carlos Marighella;3,31;1894925025;9,78189E+12;en-US;66;127;13;114;9/9/2002;Abraham Guillen Press
1;The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice);Christopher   Duncan;3,13;1590596242;9,78159E+12;en-US;264;37;7;30;2/1/2006;Apress
1;A Bend in the River;V.S. Naipaul;3,77;0330487140;9,78033E+12;eng;326;13147;690;12457;5/10/2002;Picador USA
1;The Middle Passage;V.S. Naipaul;3,61;0375708340;9,78038E+12;en-US;256;461;35;426;1/8/2002;Vintage
1;Magic Seeds;V.S. Naipaul;3,13;0375707271;9,78038E+12;eng;280;715;104;611;11/8/2005;Vintage
1;Half a Life;V.S. Naipaul;3,25;037570728X;9,78038E+12;eng;224;3078;301;2777;4/23/2009;Vintage International
1;North of South: An African Journey;Shiva Naipaul;3,89;0140188266;9,78014E+12;eng;352;279;33;246;9/26/1996;Penguin Classics
1;V.S. Naipaul;Bruce Alvin King;2;1403904561;9,7814E+12;eng;240;0;0;0;10/10/2003;Palgrave Macmillan
1;Regeneration Through Violence: The Mythology of the American Frontier  1600–1860;Richard Slotkin;4,3;0806132299;9,78081E+12;eng;670;163;16;147;4/15/2000;University of Oklahoma Press
1;Regeneration (Species Imperative  #3);Julie E. Czerneda;4,13;0756403456;9,78076E+12;en-US;543;54;2;52;5/2/2006;DAW Hardcover
1;The Regeneration Trilogy (Regeneration  #1-3);Pat Barker;4,38;0670869295;9,78067E+12;eng;592;1588;95;1493;1/1/1996;Viking Books
1;The Sparrow (The Sparrow  #1);Mary Doria Russell;4,16;0552997773;9,78055E+12;eng;506;664;103;561;11/1/1997;Black Swan
1;The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5);Rob Kidd/Walt Disney Company;4,05;1423101685;9,78142E+12;eng;144;548;14;534;12/1/2006;Disney Press
1;The Sword of Corte?s (Pirates of the Caribbean: Jack Sparrow  #4);Rob Kidd/Jean-Paul Orpinas/Walt Disney Company;3,98;1423100611;9,78142E+12;en-US;122;644;14;630;10/1/2006;Disney Press
1;The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3);Rob Kidd/Walt Disney Company;3,89;1423100204;9,78142E+12;eng;119;730;20;710;8/1/2006;Disney Press
1;The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2);Rob Kidd/Jean-Paul Orpinas;3,86;1423100190;9,78142E+12;eng;123;859;27;832;6/1/2006;Disney Press
1;The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1);Rob Kidd/Jean-Paul Orpinas;3,83;1423100182;9,78142E+12;en-US;135;1414;82;1332;6/1/2006;Disney Press
1;The Woman in White;Wilkie Collins/Matthew Sweet;4;0141439610;9,78014E+12;eng;672;108060;5168;102892;2/27/2003;Penguin Classics
1;The Woman in White;Wilkie Collins;4;0486440966;9,78049E+12;eng;504;136;28;108;4/15/2005;Dover Publications
1;The Woman in White;Wilkie Collins/Maria K. Bachman/Don Richard Cox;4;1551116448;9,78155E+12;eng;696;122;15;107;4/20/2006;Broadview Press Inc
1;The Woman in White;Wilkie Collins/Camille Cauti;4;1593082800;9,78159E+12;eng;635;624;136;488;4/25/2005;Barnes  Noble Classics
1;The Lord of the Rings (The Lord of the Rings  #1-3);J.R.R. Tolkien;4,5;0007136587;9,78001E+12;eng;1200;682;43;639;9/16/2002;Not Avail
1;The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States;National Commission on Terrorist Attacks Upon The United States;3,6;0393060411;9,78039E+12;eng;624;146;16;130;10/17/2004;W. W. Norton  Company
1;The Hobbit  or There and Back Again;J.R.R. Tolkien;4,27;0618260307;9,78062E+12;eng;366;2530894;32871;2498023;8/15/2002;Houghton Mifflin
1;The Annotated Hobbit;J.R.R. Tolkien/Douglas A. Anderson;4,27;0007137273;9,78001E+12;eng;411;121;16;105;4/7/2003;HarperCollins
1;Poems From The Hobbit;J.R.R. Tolkien;4,3;0618009345;9,78062E+12;eng;57;169;5;164;12/13/1999;Houghton Mifflin Harcourt
1;The Hobbit: Or There and Back Again;J.R.R. Tolkien;4,27;1594130051;9,78159E+12;eng;481;276;43;233;9/1/2003;Large Print Press
1;The Hobbit;J.R.R. Tolkien;4,27;0261103288;9,78026E+12;eng;277;3213;329;2884;9/17/2007;HarperCollins
1;Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes;Harry Graham/Frank J. Moore/D. Streamer;3,86;0486402185;9,78049E+12;eng;64;44;10;34;6/19/2013;Dover Publications
1;The Essential Neruda: Selected Poems;Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner;4,46;0872864286;9,78087E+12;eng;200;5149;210;4939;4/1/2004;City Lights Publishers
1;Twenty Love Poems and a Song of Despair;Pablo Neruda/W.S. Merwin/Cristina García;4,3;0143039962;9,78014E+12;eng;70;37942;1105;36837;12/26/2006;Penguin Classics
1;"Veinte poemas de amor y una canción desesperada; Cien sonetos de amor";Pablo Neruda;4,3;1400001447;9,7814E+12;eng;160;1120;54;1066;1/22/2002;Plaza y Janes
1;Love;Pablo Neruda;4,46;0786881488;9,78079E+12;eng;43;1333;68;1265;6/16/1995;Miramax Books
1;Anil's Ghost;Michael Ondaatje;3,57;0375724370;9,78038E+12;eng;311;13022;1013;12009;4/24/2001;Vintage
1;Waiting for My Cats to Die: A Memoir;Stacy Horn;3,67;0312287445;9,78031E+12;eng;320;177;28;149;1/17/2002;St. Martin's Griffin
1;Narcissus and Goldmund;Hermann Hesse/Leila Vennewitz;4,2;0720608724;9,78072E+12;eng;288;175;9;166;6/1/1993;Peter Owen Ltd
1;Edward Lear's Book of Nonsense: With Lear's Original Illustrations;Edward Lear/Simcha Shtull;3,65;1888297018;9,78189E+12;eng;46;71;8;63;11/1/1995;Maxima New Media
1;A Sparrow Falls (Courtney #3);Wilbur Smith;4,19;0312940688;9,78031E+12;eng;640;5019;91;4928;1/2/2007;St. Martin's Paperbacks
1;Providence of a Sparrow: Lessons from a Life Gone to the Birds;Chris Chester;4,33;1400033853;9,7814E+12;eng;304;228;44;184;4/13/2004;Anchor
1;Sparrow Hawk Red;Ben Mikaelsen;3,79;0786811056;9,78079E+12;eng;185;1;0;1;4/1/1995;Little  Brown Books for Young Readers
